Company Name,Street Address,City,State,Zip Code,Zip Plus,Contact First Name,Contact Last Name,Contact Title,Address,Phone,Business Description,Primary NAICS,NAICS2,NAICS3,NAICS4,NAICS5,Business Type,County,Employee,Annual Sales,URL,Year Established,Website,latitude,longitude,geo_method,url,url_status
Apt To Learn,650 E Fire Tower Rd # B,Winterville,NC,28590,9218,Michelle,Brown,Owner,"650 E Fire Tower Rd  Winterville, NC 28590",(252) 756-7000,Tutoring,611691,NA,NA,NA,NA,Private,Pitt,1,NA,apttolearn.us,2018,https://APTTOLEARN.US,35.54826729,-77.39859068,census,https://www.apttolearn.us,Accessible
Asheville Math,856 Sweeten Creek Rd,Asheville,NC,28803,1547,Christopher,Payne,Other,"856 Sweeten Creek Rd Asheville, NC 28803",(828) 367-3269,Tutoring,611691,NA,NA,NA,NA,Private,Buncombe,2,NA,ashevillemath.com,2012,https://ASHEVILLEMATH.COM,35.55376291,-82.51989066,osm,https://www.ashevillemath.com,Accessible
Best Prep LKN,9624 Bailey Rd # 245,Cornelius,NC,28031,6114,NA,NA,NA,"9624 Bailey Rd  Cornelius, NC 28031",(704) 228-4625,Tutoring,611691,NA,NA,NA,NA,Private,Mecklenburg,2,NA,bestpreplkn.com,2017,https://BESTPREPLKN.COM,35.45844618,-80.86730841,census,https://www.bestpreplkn.com,Accessible
Biltmore Tutoring,10 Crispin Ct # 201D,Asheville,NC,28803,8205,Stacey,Caskey,Director,"10 Crispin Ct Asheville, NC 28803",(828) 505-2495,Tutoring,611691,NA,NA,NA,NA,Private,Buncombe,3,NA,biltmoretutoring.com,2010,https://BILTMORETUTORING.COM,35.5029305,-82.52218365,osm,https://www.biltmoretutoring.com,Accessible
Braintrust In-Home Tutoring,9650 Strickland Rd # 103,Raleigh,NC,27615,1903,NA,NA,NA,"9650 Strickland Rd  Raleigh, NC 27615",(919) 844-2022,Tutoring,611691,NA,NA,NA,NA,Private,Wake,5,NA,braintrustutoring.com,2007,https://BRAINTRUSTUTORING.COM,35.90180067,-78.65666937,census,https://www.braintrustutoring.com,Accessible
C2 Education,8036 Providence Rd # 1100,Charlotte,NC,28277,257,Katrina,Cho,Director,"8036 Providence Rd  Charlotte, NC 28277",(704) 544-2511,Tutoring,611691,611110,611710,611710,541614,Private,Mecklenburg,27,NA,c2educate.com,2008,https://C2EDUCATE.COM,35.09793987,-80.77821235,census,https://www.c2educate.com,Accessible
Camelot Academy,809 Proctor St,Durham,NC,27707,1325,Thelma,Decarloglynn,Administrator,"809 Proctor St Durham, NC 27707",(919) 688-3040,Tutoring,611691,NA,NA,NA,NA,Private,Durham,15,NA,camelotacademy.org,1982,https://CAMELOTACADEMY.ORG,35.99034631,-78.912069,census,https://www.camelotacademy.org,Accessible
Cap Ed,121 Reynolda Vlg # A,Winston Salem,NC,27106,5126,Robert,Capizzi,Owner,"121 Reynolda Vlg  A Winston Salem, NC 27106",(336) 721-4275,Tutoring,611691,NA,NA,NA,NA,Private,Forsyth,3,NA,cap-ed.com,2005,https://CAP-ED.COM,36.12657137,-80.28520533,census,https://www.cap-ed.com,Accessible
Home Work Hotline,130 S Post Rd,Shelby,NC,28152,6211,NA,NA,NA,"130 S Post Rd Shelby, NC 28152",(704) 476-8315,Tutoring,611691,NA,NA,NA,NA,Private,Cleveland,2,NA,clevelandcountyschools.org,2004,https://CLEVELANDCOUNTYSCHOOLS.ORG,35.2826857,-81.4922229,census,https://www.clevelandcountyschools.org,Accessible
Clinical Teaching,1829 E Franklin St # 100B,Chapel Hill,NC,27514,5801,NA,NA,NA,"1829 E Franklin St  Chapel Hill, NC 27514",(919) 967-5776,Tutoring,611691,541714,NA,NA,NA,Private,Orange,5,NA,clinicalteachingtutors.com,1999,https://CLINICALTEACHINGTUTORS.COM,35.93756796,-79.02525703,census,https://www.clinicalteachingtutors.com,Accessible
Club Z In Home Tutoring,585 Sandringham Pl,Concord,NC,28025,3116,Ann,Francesco,Manager,"585 Sandringham Pl Concord, NC 28025",(704) 707-4029,Tutoring,611691,NA,NA,NA,NA,Private,Cabarrus,1,NA,clubztutoring.com,2007,https://CLUBZTUTORING.COM,35.43036887,-80.59071627,census,https://www.clubztutoring.com,Accessible
Club Z! In-Home Tutoring,11212 Mallard Creek Rd,Charlotte,NC,28262,4415,Jim,Shaver,President,"11212 Mallard Creek Rd Charlotte, NC 28262",(704) 594-9934,Tutoring,611691,611710,NA,NA,NA,Private,Mecklenburg,1,NA,clubztutoring.com,1998,https://CLUBZTUTORING.COM,35.34823093,-80.75915217,census,https://www.clubztutoring.com,Accessible
Convenient Tutor,900 Hendersonville Rd # 310,Asheville,NC,28803,1762,James,Foust,Owner,"900 Hendersonville Rd  Asheville, NC 28803",(828) 505-4166,Tutoring,611691,NA,NA,NA,NA,Private,Buncombe,3,NA,convenienttutor.net,2010,https://CONVENIENTTUTOR.NET,35.54080309,-82.53202267,census,https://www.convenienttutor.net,Accessible
Crafting Scholars,5800 Monroe Rd,Charlotte,NC,28212,6161,Lillian,Gordy,Director,"5800 Monroe Rd Charlotte, NC 28212",(704) 536-2554,Tutoring,611691,NA,NA,NA,NA,Private,Mecklenburg,3,NA,crafting-scholars.com,2013,https://CRAFTING-SCHOLARS.COM,35.18683055,-80.76652352,census,https://www.crafting-scholars.com,Accessible
Daniel Center-Math & Science,735 Rock Quarry Rd,Raleigh,NC,27610,3819,Kirby,Jones,Exec Director,"735 Rock Quarry Rd Raleigh, NC 27610",(919) 828-6443,Tutoring,611691,624410,624410,813319,813410,Private,Wake,8,NA,danielcenter.org,2011,https://DANIELCENTER.ORG,35.77012295,-78.61933411,census,https://www.danielcenter.org,Accessible
Davidson Center,452 S Main St # 110,Davidson,NC,28036,5000,Maryjane,Freeman,Owner,"452 S Main St  Davidson, NC 28036",(704) 892-4533,Tutoring,611691,611710,NA,NA,NA,Private,Mecklenburg,20,NA,davidsoncenter.com,1999,https://DAVIDSONCENTER.COM,35.49514602,-80.85329152,census,https://www.davidsoncenter.com,Accessible
Early Learning Center Preschool,4304 S Tryon St,Charlotte,NC,28217,1734,Patricia,Porter,Exec Director,"4304 S Tryon St Charlotte, NC 28217",(704) 529-5397,Tutoring,611691,624110,624410,624410,624410,Private,Mecklenburg,13,NA,earlylearningcenternc.com,1996,https://EARLYLEARNINGCENTERNC.COM,35.18785868,-80.88356371,census,https://www.earlylearningcenternc.com,Accessible
Milestone Preschool-Enrichment,3605 Henderson Dr # B,Jacksonville,NC,28546,5218,NA,NA,NA,"3605 Henderson Dr Jacksonville, NC 28546",(910) 455-3136,Tutoring,611691,611691,611710,611710,611710,Private,Onslow,5,NA,educateonslow.com,2016,https://EDUCATEONSLOW.COM,34.79214494,-77.4170541,census,https://www.educateonslow.com,Accessible
Forgione Tutoring,1340 SE Maynard Rd,Cary,NC,27511,3632,Cherie,Warren,Operations,"1340 SE Maynard Rd Cary, NC 27511",(919) 234-1934,Tutoring,611691,NA,NA,NA,NA,Private,Wake,3,NA,forgionetutoring.com,2018,https://FORGIONETUTORING.COM,35.79087548,-78.76369672,census,https://www.forgionetutoring.com,Accessible
Forgione Tutoring,3820 Merton Dr,Raleigh,NC,27609,6609,Cherie,Warren,Finance,"3820 Merton Dr Raleigh, NC 27609",(919) 800-8663,Tutoring,611691,NA,NA,NA,NA,Private,Wake,5,NA,forgionetutoring.com,2019,https://FORGIONETUTORING.COM,35.82948987,-78.63336605,census,https://www.forgionetutoring.com,Accessible
Frog Tutoring Charlotte,301 Mccullough Dr # 4,Charlotte,NC,28262,3310,NA,NA,NA,"301 Mccullough Dr Charlotte, NC 28262",(980) 819-2628,Tutoring,611691,NA,NA,NA,NA,Private,Mecklenburg,2,NA,frogtutoring.com,2009,https://FROGTUTORING.COM,35.30145656,-80.75639855,census,https://www.frogtutoring.com,Accessible
Global Learning Center ,2557 Ravenhill Dr # 1D,Fayetteville,NC,28303,5462,Mike,Vann,Owner,"2557 Ravenhill Dr Fayetteville, NC 28303",(910) 484-6238,Tutoring,611691,NA,NA,NA,NA,Private,Cumberland,10,NA,globallearningcenter.com,2009,https://GLOBALLEARNINGCENTER.COM,35.04811189,-78.92586649,census,https://www.globallearningcenter.com,Accessible
Grade Potential Tutoring,2327 Hope Mills Rd,Fayetteville,NC,28304,4229,NA,NA,NA,"2327 Hope Mills Rd Fayetteville, NC 28304",(910) 488-8867,Tutoring,611691,NA,NA,NA,NA,Private,Cumberland,6,NA,gradepotentialtutoring.com,2017,https://GRADEPOTENTIALTUTORING.COM,35.01312273,-78.96532033,census,https://www.gradepotentialtutoring.com,Accessible
Heart Math Tutoring,1100 S Mint St # 107,Charlotte,NC,28203,4058,Emily,Gaffney,Exec Director,"1100 S Mint St  Charlotte, NC 28203",(704) 000-1111,Tutoring,611691,813319,NA,NA,NA,Private,Mecklenburg,4,NA,heartmathtutoring.org,2021,https://HEARTMATHTUTORING.ORG,35.22279551,-80.85528563,census,https://www.heartmathtutoring.org,Accessible
Heart Tutoring,1100 S Mint St # 102,Charlotte,NC,28203,4048,Emily,Elliott,Exec Director,"1100 S Mint St  Charlotte, NC 28203",(980) 292-2297,Tutoring,611691,NA,NA,NA,NA,Private,Mecklenburg,3,NA,heartmathtutoring.org,2015,https://HEARTMATHTUTORING.ORG,35.22279551,-80.85528563,census,https://www.heartmathtutoring.org,Accessible
Hoyle Tutoring,111 S Spruce St # A,Winston Salem,NC,27101,3758,Eric,Hoyle,Owner,"111 S Spruce St  Winston Salem, NC 27101",(336) 765-7139,Tutoring,611691,NA,NA,NA,NA,Private,Forsyth,1,NA,hoyletutoring.com,2009,https://HOYLETUTORING.COM,36.09280135,-80.24783734,census,https://www.hoyletutoring.com,Accessible
Inspirational Tutoring Svc,619 Galloway Dr,Fayetteville,NC,28303,2112,Patrick,Mays,Owner,"619 Galloway Dr Fayetteville, NC 28303",(910) 222-8173,Tutoring,611691,NA,NA,NA,NA,Private,Cumberland,2,NA,inspirationaltutoring.com,1970,https://INSPIRATIONALTUTORING.COM,35.10467395,-78.98374928,census,https://www.inspirationaltutoring.com,Accessible
College Nannies Sitters-Tutors,13707 Bramborough Rd,Huntersville,NC,28078,3719,NA,NA,NA,"13707 Bramborough Rd Huntersville, NC 28078",(704) 947-8687,Tutoring,611691,611710,624410,NA,NA,Private,Mecklenburg,3,NA,jovie.com,2019,https://JOVIE.COM,35.42865164,-80.81902976,census,https://www.jovie.com,Accessible
Learningrx-Cary,1135 Kildaire Farm Rd # 307,Cary,NC,27511,7620,NA,NA,NA,"1135 Kildaire Farm Rd  Cary, NC 27511",(919) 746-7855,Tutoring,611691,NA,NA,NA,NA,Private,Wake,5,NA,learningrx.com,2020,https://LEARNINGRX.COM,35.76748686,-78.78234834,census,https://www.learningrx.com,Accessible
Learningrx-Raleigh,8305 Six Forks Rd # 207,Raleigh,NC,27615,3007,Gregory A,Huntington,Owner,"8305 Six Forks Rd Raleigh, NC 27615",(919) 232-0090,Tutoring,611691,611710,NA,NA,NA,Private,Wake,12,NA,learningrx.com,2003,https://LEARNINGRX.COM,35.89240849,-78.64869313,census,https://www.learningrx.com,Accessible
Math Advantage,6000 Mdwbrk Mall Ct # 5C,Clemmons,NC,27012,8775,Janet,Yates,Owner,"6000 Mdwbrk Mall Ct Clemmons, NC 27012",(336) 682-9362,Tutoring,611691,NA,NA,NA,NA,Private,Forsyth,2,NA,mathadvantage.us,2010,https://MATHADVANTAGE.US,36.03383304,-80.38259443,census,https://www.mathadvantage.us,Accessible
Mathnasium,7409 Sunset Lake Rd,Fuquay Varina,NC,27526,NA,Jennifer,Cordileone,Director,"7409 Sunset Lake Rd Fuquay Varina, NC 27526",(919) 577-6284,Tutoring,611691,611710,611710,NA,NA,Private,Wake,4,NA,mathnasium.com,2013,https://MATHNASIUM.COM,35.59664975,-78.77444671,census,https://www.mathnasium.com,Accessible
Mathnasium,10120 Grn Level Ch Rd # 214,Cary,NC,27519,8142,Ann,Stengel,Owner,"10120 Grn Level Ch Rd  Cary, NC 27519",(919) 535-8892,Tutoring,611691,611710,624410,NA,NA,Private,Wake,4,NA,mathnasium.com,2010,https://MATHNASIUM.COM,35.81119804,-78.9036173,osm,https://www.mathnasium.com,Accessible
Mathnasium,3253 S Church St,Burlington,NC,27215,9109,Jennifer,Gattis,Director,"3253 S Church St Burlington, NC 27215",(336) 792-7000,Tutoring,611691,624410,NA,NA,NA,Private,Alamance,5,NA,mathnasium.com,2010,https://MATHNASIUM.COM,36.08072808,-79.50826632,census,https://www.mathnasium.com,Accessible
Mathnasium,962 US 64 Hwy W,Apex,NC,27523,7184,Teddy,Sforza,Director,"962 US 64 Hwy W Apex, NC 27523",(919) 465-3907,Tutoring,611691,621210,611710,624410,NA,Private,Wake,9,NA,mathnasium.com,2011,https://MATHNASIUM.COM,35.74451957,-78.82480749,census,https://www.mathnasium.com,Accessible
Mathnasium,1604 Highwoods Blvd # C,Greensboro,NC,27410,2064,Chris,Hofer,Director,"1604 Highwoods Blvd  Greensboro, NC 27410",(336) 738-1416,Tutoring,611691,611710,624410,NA,NA,Private,Guilford,5,NA,mathnasium.com,2006,https://MATHNASIUM.COM,36.11298182,-79.87870089,census,https://www.mathnasium.com,Accessible
Mathnasium,117 Timber Dr,Garner,NC,27529,4878,NA,NA,NA,"117 Timber Dr Garner, NC 27529",(919) 977-1803,Tutoring,611691,611710,624410,NA,NA,Private,Wake,4,NA,mathnasium.com,2018,https://MATHNASIUM.COM,35.68619564,-78.60440447,census,https://www.mathnasium.com,Accessible
Mathnasium,489 James Jackson Ave,Cary,NC,27513,3170,Denise,Mccann,Owner,"489 James Jackson Ave Cary, NC 27513",(919) 388-9888,Tutoring,611691,611710,624410,NA,NA,Private,Wake,7,NA,mathnasium.com,2007,https://MATHNASIUM.COM,35.79877726,-78.81098587,census,https://www.mathnasium.com,Accessible
Mathnasium,8133 Ardrey Kell Rd # 102,Charlotte,NC,28277,5723,NA,NA,NA,"8133 Ardrey Kell Rd  Charlotte, NC 28277",(704) 844-2717,Tutoring,611691,611710,624410,NA,NA,Private,Mecklenburg,6,NA,mathnasium.com,2006,https://MATHNASIUM.COM,35.03903318,-80.7950952,census,https://www.mathnasium.com,Accessible
Mathnasium,10411 Moncreiffe Rd # 106,Raleigh,NC,27617,7820,NA,NA,NA,"10411 Moncreiffe Rd Raleigh, NC 27617",(919) 957-0600,Tutoring,611691,611710,624410,NA,NA,Private,Wake,5,NA,mathnasium.com,2007,https://MATHNASIUM.COM,35.89980162,-78.79218974,census,https://www.mathnasium.com,Accessible
Mathnasium,14460 Fls of Neuse Rd # 181,Raleigh,NC,27614,8227,NA,NA,NA,"14460 Fls of Neuse Rd  Raleigh, NC 27614",(919) 790-7977,Tutoring,611691,611710,624410,NA,NA,Private,Wake,6,NA,mathnasium.com,2009,https://MATHNASIUM.COM,35.94574911,-78.54337021,census,https://www.mathnasium.com,Accessible
Mathnasium,2456 Wycliff Rd,Raleigh,NC,27607,2903,Maggie,Hu,Director,"2456 Wycliff Rd Raleigh, NC 27607",(919) 510-5553,Tutoring,611691,611710,624410,NA,NA,Private,Wake,4,NA,mathnasium.com,2014,https://MATHNASIUM.COM,35.81751304,-78.69356396,census,https://www.mathnasium.com,Accessible
Mathnasium,3823 Guess Rd,Durham,NC,27705,1505,NA,NA,NA,"3823 Guess Rd Durham, NC 27705",(919) 477-5791,Tutoring,611691,611710,NA,NA,NA,Private,Durham,5,NA,mathnasium.com,2014,https://MATHNASIUM.COM,36.05843398,-78.92912191,census,https://www.mathnasium.com,Accessible
Mathnasium,1728 Fordham Blvd # 123,Chapel Hill,NC,27514,2332,NA,NA,NA,"1728 Fordham Blvd  Chapel Hill, NC 27514",(919) 490-5151,Tutoring,611691,624410,NA,NA,NA,Private,Orange,5,NA,mathnasium.com,2023,https://MATHNASIUM.COM,35.93627232,-79.02330831,census,https://www.mathnasium.com,Accessible
Mathnasium,5806 A-3 Prosperity Church Rd,Charlotte,NC,28269,NA,NA,NA,NA,"5806 A-3 Prosperity Church Rd Charlotte, NC 28269",(704) 940-2882,Tutoring,611691,624410,NA,NA,NA,Private,Mecklenburg,4,NA,mathnasium.com,2023,https://MATHNASIUM.COM,35.3711345,-80.78471565,census,https://www.mathnasium.com,Accessible
Mathnasium,3689 Concord Pkwy S,Concord,NC,28027,9054,NA,NA,NA,"3689 Concord Pkwy S Concord, NC 28027",(704) 883-5355,Tutoring,611691,624410,NA,NA,NA,Private,Cabarrus,4,NA,mathnasium.com,2023,https://MATHNASIUM.COM,35.37035983,-80.66528159,census,https://www.mathnasium.com,Accessible
Mathnasium,657 Brawley School Rd # A,Mooresville,NC,28117,9121,NA,NA,NA,"657 Brawley School Rd  Mooresville, NC 28117",(704) 312-4122,Tutoring,611691,624410,NA,NA,NA,Private,Iredell,4,NA,mathnasium.com,2022,https://MATHNASIUM.COM,35.58210873,-80.87766334,census,https://www.mathnasium.com,Accessible
Mathnasium,8761 Holly Springs Rd,Apex,NC,27539,9194,NA,NA,NA,"8761 Holly Springs Rd Apex, NC 27539",(919) 636-5330,Tutoring,611691,611710,624410,NA,NA,Private,Wake,4,NA,mathnasium.com,2021,https://MATHNASIUM.COM,35.69359188,-78.77392527,census,https://www.mathnasium.com,Accessible
Mathnasium,9719 Sam Furr Rd # A,Huntersville,NC,28078,4917,NA,NA,NA,"9719 Sam Furr Rd  Huntersville, NC 28078",(704) 412-4386,Tutoring,611691,624410,NA,NA,NA,Private,Mecklenburg,5,NA,mathnasium.com,2022,https://MATHNASIUM.COM,35.44214066,-80.86337933,census,https://www.mathnasium.com,Accessible
Maximum Test Prep,240 E Winmore Ave,Chapel Hill,NC,27516,8430,Bill,Garrity,Owner,"240 E Winmore Ave Chapel Hill, NC 27516",(919) 942-4119,Tutoring,611691,NA,NA,NA,NA,Private,Orange,2,NA,maximumtestprep.com,2015,https://MAXIMUMTESTPREP.COM,35.94552449,-79.08989589,census,https://www.maximumtestprep.com,Accessible
Mind Over Math,215 Racine Dr # 204,Wilmington,NC,28403,8840,Fara,Moore,Owner,"215 Racine Dr  Wilmington, NC 28403",(910) 228-5372,Tutoring,611691,NA,NA,NA,NA,Private,New Hanover,1,NA,mindovermathtutoring.com,2003,https://MINDOVERMATHTUTORING.COM,34.24034009,-77.86554405,census,https://www.mindovermathtutoring.com,Accessible
Mindspire Tutoring & Test Prep,3622 Lyckan Pkwy # 5002,Durham,NC,27707,2539,Shahar,Link,Owner,"3622 Lyckan Pkwy  Durham, NC 27707",(919) 335-8378,Tutoring,611691,NA,NA,NA,NA,Private,Durham,30,NA,mindspire.com,2018,https://MINDSPIRE.COM,35.96292997,-78.9606376,census,https://www.mindspire.com,Accessible
Eye Level Learning Center,5103 W Market St,Greensboro,NC,27409,2644,NA,NA,NA,"5103 W Market St Greensboro, NC 27409",(336) 297-1888,Tutoring,611691,611691,NA,NA,NA,Private,Guilford,3,NA,myeyelevel.com,2010,https://MYEYELEVEL.COM,36.06872271,-79.87798027,census,https://www.myeyelevel.com,Accessible
Eye Level Learning Center,11926 Providence Rd W # E1,Charlotte,NC,28277,2019,NA,NA,NA,"11926 Providence Rd  Charlotte, NC 28277",(704) 877-4302,Tutoring,611691,611691,NA,NA,NA,Private,Mecklenburg,3,NA,myeyelevel.com,2017,https://MYEYELEVEL.COM,35.04705597,-80.76947922,census,https://www.myeyelevel.com,Accessible
Eye Level Learning Center,3607 Davis Dr # 113,Morrisville,NC,27560,6005,Melissa,Mitchell,Other,"3607 Davis Dr  Morrisville, NC 27560",(919) 342-6761,Tutoring,611691,611691,NA,NA,NA,Private,Wake,3,NA,myeyelevel.com,2014,https://MYEYELEVEL.COM,35.82193577,-78.84819178,census,https://www.myeyelevel.com,Accessible
Eye Level Learning Center,8607 Concord Mills Blvd,Concord,NC,28027,5400,NA,NA,NA,"8607 Concord Mills Blvd Concord, NC 28027",(704) 789-3328,Tutoring,611691,611691,NA,NA,NA,Private,Cabarrus,4,NA,myeyelevel.com,2014,https://MYEYELEVEL.COM,35.37415004,-80.72599868,census,https://www.myeyelevel.com,Accessible
Eye Level Learning Center,14126 Rivergate Pkwy,Charlotte,NC,28273,8892,NA,NA,NA,"14126 Rivergate Pkwy Charlotte, NC 28273",(704) 666-8082,Tutoring,611691,611691,NA,NA,NA,Private,Mecklenburg,6,NA,myeyelevel.com,2014,https://MYEYELEVEL.COM,35.10369745,-80.985203,census,https://www.myeyelevel.com,Accessible
Eye Level Learning Center,3121 Springbank Ln # A,Charlotte,NC,28226,3347,NA,NA,NA,"3121 Springbank Ln  Charlotte, NC 28226",(704) 877-9674,Tutoring,611691,611691,NA,NA,NA,Private,Mecklenburg,4,NA,myeyelevel.com,2018,https://MYEYELEVEL.COM,35.1004294,-80.78298799,census,https://www.myeyelevel.com,Accessible
Eye Level Learning Center,2401 Penny Rd # 107,High Point,NC,27265,8186,NA,NA,NA,"2401 Penny Rd High Point, NC 27265",(336) 885-0577,Tutoring,611691,611691,NA,NA,NA,Private,Guilford,3,NA,myeyelevel.com,2018,https://MYEYELEVEL.COM,36.03461503,-79.96455643,census,https://www.myeyelevel.com,Accessible
Eye Level Learning Center,4250 Main St # 108,Harrisburg,NC,28075,7474,Chaitanya,Kola,Other,"4250 Main St  Harrisburg, NC 28075",(704) 910-1808,Tutoring,611691,611691,NA,NA,NA,Private,Cabarrus,3,NA,myeyelevel.com,2018,https://MYEYELEVEL.COM,35.32602718,-80.64631607,census,https://www.myeyelevel.com,Accessible
Eye Level Learning Center,714 Slash Pine Dr,Cary,NC,27519,7628,Chithra,Loganathan,Other,"714 Slash Pine Dr Cary, NC 27519",(919) 655-9046,Tutoring,611691,611691,NA,NA,NA,Private,Wake,4,NA,myeyelevel.com,2020,https://MYEYELEVEL.COM,35.83056667,-78.90820226,census,https://www.myeyelevel.com,Accessible
Eye Level Learning Center,356A Raleigh St,Holly Springs,NC,27540,9047,NA,NA,NA,"356A Raleigh St Holly Springs, NC 27540",(919) 655-9046,Tutoring,611691,611691,NA,NA,NA,Private,Wake,3,NA,myeyelevel.com,2023,https://MYEYELEVEL.COM,35.65022742,-78.83289112,census,https://www.myeyelevel.com,Accessible
Orange County Literacy Council,307 W Weaver St,Carrboro,NC,27510,2021,Alice,Denson,Exec Director,"307 W Weaver St Carrboro, NC 27510",(919) 914-6153,Tutoring,611691,813319,NA,NA,NA,Private,Orange,6,NA,orangeliteracy.org,1987,https://ORANGELITERACY.ORG,35.91111461,-79.07461122,census,https://www.orangeliteracy.org,Accessible
Pam's Reading the Charlotte,8001 Raintree Ln # 204,Charlotte,NC,28277,8920,Pam,James,Owner,"8001 Raintree Ln  Charlotte, NC 28277",(704) 906-6097,Tutoring,611691,NA,NA,NA,NA,Private,Mecklenburg,4,NA,pamsreading.com,2013,https://PAMSREADING.COM,35.09431393,-80.78787719,census,https://www.pamsreading.com,Accessible
Parliament Tutors,7900 Forest Point Blvd,Charlotte,NC,28273,5698,NA,NA,NA,"7900 Forest Point Blvd Charlotte, NC 28273",(704) 469-5801,Tutoring,611691,NA,NA,NA,NA,Private,Mecklenburg,2,NA,parliamenttutors.com,2008,https://PARLIAMENTTUTORS.COM,35.13596322,-80.90355397,census,https://www.parliamenttutors.com,Accessible
Perry Youngblood Tutoring,780 NW Broad St # 610,Southern Pines,NC,28387,4102,NA,NA,NA,"780 NW Broad St  Southern Pines, NC 28387",(910) 528-5595,Tutoring,611691,611691,NA,NA,NA,Private,Moore,3,NA,perryyoungblood.com,2023,https://PERRYYOUNGBLOOD.COM,35.17902406,-79.38401425,census,https://www.perryyoungblood.com,Accessible
