Company Name,Street Address,City,State,Zip Code,Zip Plus,Contact First Name,Contact Last Name,Contact Title,Address,Phone,Business Description,Primary NAICS,NAICS2,NAICS3,NAICS4,NAICS5,Business Type,County,Employee,Annual Sales,URL,Year Established,Website,latitude,longitude,geo_method,url,url_status
Raleigh Tutoring,4094 Barrett Dr # 2B,Raleigh,NC,27609,6604,Melissa,Rich,Owner,"4094 Barrett Dr  Raleigh, NC 27609",(919) 781-8963,Tutoring,611691,611710,611710,611710,NA,Private,Wake,5,NA,raleightutoring.com,2006,https://RALEIGHTUTORING.COM,35.83118082,-78.63071625,census,https://www.raleightutoring.com,Accessible
Family Literacy Center,200 Talmage Ave N,Ahoskie,NC,27910,2500,Alice,Cale,Manager,"200 Talmage Ave N Ahoskie, NC 27910",(252) 332-3960,Tutoring,611691,NA,NA,NA,NA,Private,Hertford,2,NA,readlapeer.org,2002,https://READLAPEER.ORG,36.29183793,-76.9953708,census,https://www.readlapeer.org,Accessible
Atlantic Shared Beginnings,10208 Cerny St # 306,Raleigh,NC,27617,7885,NA,NA,NA,"10208 Cerny St  Raleigh, NC 27617",(919) 248-1640,Tutoring,611691,621399,NA,NA,NA,Private,Wake,5,NA,sharedbeginnings.life,2019,https://SHAREDBEGINNINGS.LIFE,35.9015058,-78.80088942,census,https://www.sharedbeginnings.life,Accessible
Sipnayan Math Center,3475 Airport Blvd NW # D,Wilson,NC,27896,8687,Rain,Barnes,Owner,"3475 Airport Blvd NW  Wilson, NC 27896",(252) 296-1702,Tutoring,611691,NA,NA,NA,NA,Private,Wilson,10,NA,sipnayancenter.com,2020,https://SIPNAYANCENTER.COM,35.75798592,-77.95569079,census,https://www.sipnayancenter.com,Accessible
Salisbury Tutoring Academy ,818 Corporate Cir,Salisbury,NC,28147,9006,Randall C,Hair,Other,"818 Corporate Cir Salisbury, NC 28147",(704) 633-8207,Tutoring,611691,611710,NA,NA,NA,Private,Rowan,5,NA,sta.com,2000,https://STA.COM,35.64399616,-80.49316793,census,https://www.sta.com,Accessible
Stemerald City ,6408 Brookstone Ln # E,Fayetteville,NC,28314,2583,NA,NA,NA,"6408 Brookstone Ln  Fayetteville, NC 28314",(910) 363-0198,Tutoring,611691,NA,NA,NA,NA,Private,Cumberland,5,NA,stemeraldcity.com,2019,https://STEMERALDCITY.COM,35.0598845,-79.0104762,census,https://www.stemeraldcity.com,Accessible
Study Skills Network,712 Richmond St,Raleigh,NC,27609,5555,Stephen,Beck,President,"712 Richmond St Raleigh, NC 27609",(919) 788-0012,Tutoring,611691,NA,NA,NA,NA,Private,Wake,4,NA,studyskills.net,2003,https://STUDYSKILLS.NET,35.84256366,-78.65198342,census,https://www.studyskills.net,Accessible
Student Edvantage,2028 Stone Pasture Rd,Fuquay Varina,NC,27526,5454,Jill,Casone,CEO,"2028 Stone Pasture Rd Fuquay Varina, NC 27526",(919) 491-2904,Tutoring,611691,NA,NA,NA,NA,Private,Wake,4,NA,success4school.com,2001,https://SUCCESS4SCHOOL.COM,35.61774106,-78.71287476,census,https://www.success4school.com,Accessible
Swan Learning Center,427 S Sharon Amity Rd # A,Charlotte,NC,28211,2857,Jeannette,Beaumont,President,"427 S Sharon Amity Rd Charlotte, NC 28211",(704) 442-1718,Tutoring,611691,611110,NA,NA,NA,Private,Mecklenburg,10,NA,swanlearningcenter.com,2000,https://SWANLEARNINGCENTER.COM,35.17368105,-80.80367247,census,https://www.swanlearningcenter.com,Accessible
Sylvan Learning of Ahoskie,500 Kiwanis St,Ahoskie,NC,27910,3618,NA,NA,NA,"500 Kiwanis St Ahoskie, NC 27910",(252) 562-9863,Tutoring,611691,611691,611710,611710,611710,Private,Hertford,11,NA,sylvanlearning.com,2013,https://SYLVANLEARNING.COM,36.27871821,-76.97623491,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Albemarle,720 Nc 24 27 Byp E # 4,Albemarle,NC,28001,4369,Marianne,Bright,Owner,"720 Nc 24 27 Byp E  Albemarle, NC 28001",(704) 550-4620,Tutoring,611691,611691,611710,611710,611710,Private,Stanly,25,NA,sylvanlearning.com,2007,https://SYLVANLEARNING.COM,35.33859894,-80.20458383,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Arden,336 Rockwood Rd # 106,Arden,NC,28704,8617,NA,NA,NA,"336 Rockwood Rd Arden, NC 28704",(828) 237-4019,Tutoring,611691,611691,611710,NA,NA,Private,Buncombe,6,NA,sylvanlearning.com,2023,https://SYLVANLEARNING.COM,35.44691299,-82.53876269,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Asheville,1070 Tunnel Rd # 30,Asheville,NC,28805,2014,NA,NA,NA,"1070 Tunnel Rd  Asheville, NC 28805",(828) 575-5204,Tutoring,611691,611110,611691,611710,611710,Private,Buncombe,4,NA,sylvanlearning.com,2014,https://SYLVANLEARNING.COM,35.58743478,-82.49150364,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Belmont,140B N Main St,Belmont,NC,28012,3123,NA,NA,NA,"140B N Main St Belmont, NC 28012",(704) 834-1496,Tutoring,611691,611691,611710,NA,NA,Private,Gaston,5,NA,sylvanlearning.com,2023,https://SYLVANLEARNING.COM,35.24495257,-81.03849105,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Burlington,795 Boone Station Dr,Burlington,NC,27215,9775,NA,NA,NA,"795 Boone Station Dr Burlington, NC 27215",(336) 792-1019,Tutoring,611691,611691,611710,NA,NA,Private,Alamance,5,NA,sylvanlearning.com,2022,https://SYLVANLEARNING.COM,36.0720481,-79.50313002,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Chapel Hill,50101 Governors Dr # 130,Chapel Hill,NC,27517,9517,NA,NA,NA,"50101 Governors Dr  Chapel Hill, NC 27517",(984) 333-9979,Tutoring,611691,611691,611710,NA,NA,Private,Chatham,6,NA,sylvanlearning.com,2022,https://SYLVANLEARNING.COM,35.85436979,-79.02540233,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Edenton,101 W Water St,Edenton,NC,27932,1855,NA,NA,NA,"101 W Water St Edenton, NC 27932",(252) 562-9863,Tutoring,611691,611691,611710,611710,611710,Private,Chowan,5,NA,sylvanlearning.com,2014,https://SYLVANLEARNING.COM,36.05697517,-76.60956899,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Garner,1411 Aversboro Rd # 315,Garner,NC,27529,5415,NA,NA,NA,"1411 Aversboro Rd  Garner, NC 27529",(984) 239-2836,Tutoring,611691,611691,611710,611710,611710,Private,Wake,4,NA,sylvanlearning.com,1994,https://SYLVANLEARNING.COM,35.69306292,-78.61667835,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Greensboro,2921 Battleground Ave # A,Greensboro,NC,27408,2762,NA,NA,NA,"2921 Battleground Ave  Greensboro, NC 27408",(336) 517-1260,Tutoring,611691,611110,611691,611710,NA,Private,Guilford,5,NA,sylvanlearning.com,2020,https://SYLVANLEARNING.COM,36.11329793,-79.83342125,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Greenville,710 Red Banks Rd # F,Greenville,NC,27858,7853,NA,NA,NA,"710 Red Banks Rd Greenville, NC 27858",(252) 565-4817,Tutoring,611691,611691,611710,611710,NA,Private,Pitt,4,NA,sylvanlearning.com,2022,https://SYLVANLEARNING.COM,35.58164865,-77.36883416,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of High Point,3931 Tinsley Dr # 102,High Point,NC,27265,1533,Angel,Bell,Director,"3931 Tinsley Dr  High Point, NC 27265",(336) 899-8097,Tutoring,611691,611110,611691,611710,611710,Private,Guilford,11,NA,sylvanlearning.com,1997,https://SYLVANLEARNING.COM,36.02897591,-79.96732881,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Holly Spgs,374 Raleigh St,Holly Springs,NC,27540,9047,NA,NA,NA,"374 Raleigh St Holly Springs, NC 27540",(919) 238-4968,Tutoring,611691,611691,611710,NA,NA,Private,Wake,5,NA,sylvanlearning.com,2015,https://SYLVANLEARNING.COM,35.65005588,-78.83294503,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Knightdale,1008 Big Oak Ct # E,Knightdale,NC,27545,6566,Julie,Hoyes,Owner,"1008 Big Oak Ct  Knightdale, NC 27545",(919) 261-6490,Tutoring,611691,611691,611710,611710,611710,Private,Wake,15,NA,sylvanlearning.com,2011,https://SYLVANLEARNING.COM,35.79468371,-78.51139826,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Locust,186 Ray Kennedy Dr,Locust,NC,28097,8000,NA,NA,NA,"186 Ray Kennedy Dr Locust, NC 28097",(704) 550-4620,Tutoring,611691,611691,611710,611710,611710,Private,Stanly,6,NA,sylvanlearning.com,2014,https://SYLVANLEARNING.COM,35.26000768,-80.43124852,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Nags Head,3000 S Croatan Hwy,Nags Head,NC,27959,9029,NA,NA,NA,"3000 S Croatan Hwy Nags Head, NC 27959",(252) 562-9863,Tutoring,611691,611691,611710,611710,611710,Private,Dare,5,NA,sylvanlearning.com,2013,https://SYLVANLEARNING.COM,35.97781996,-75.6410533,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of New Bern,416A Pollock St,New Bern,NC,28560,4947,NA,NA,NA,"416A Pollock St New Bern, NC 28560",(252) 772-9283,Tutoring,611691,611691,611710,NA,NA,Private,Craven,4,NA,sylvanlearning.com,2020,https://SYLVANLEARNING.COM,35.10698305,-77.04018224,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Raleigh,7209 Creedmoor Rd # 111,Raleigh,NC,27613,1695,NA,NA,NA,"7209 Creedmoor Rd  Raleigh, NC 27613",(984) 239-2835,Tutoring,611691,611691,611710,611710,611710,Private,Wake,5,NA,sylvanlearning.com,2013,https://SYLVANLEARNING.COM,35.88326448,-78.67930569,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Wake Forest,1241 S Main St # 20,Wake Forest,NC,27587,9494,Lorna,Miller-Jones,Director,"1241 S Main St  Wake Forest, NC 27587",(919) 569-5834,Tutoring,611691,611691,611710,611710,611710,Private,Wake,8,NA,sylvanlearning.com,2013,https://SYLVANLEARNING.COM,35.96204103,-78.51806158,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Williamston,415 E Boulevard,Williamston,NC,27892,2731,NA,NA,NA,"415 E Boulevard Williamston, NC 27892",(252) 562-9863,Tutoring,611691,611691,611710,611710,611710,Private,Martin,6,NA,sylvanlearning.com,2014,https://SYLVANLEARNING.COM,35.84406439,-77.05529856,osm,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Wilmington,4130 Oleander Dr # 101,Wilmington,NC,28403,6844,Amanda,Cochran,Owner,"4130 Oleander Dr Wilmington, NC 28403",(910) 444-2245,Tutoring,611691,611691,611710,NA,NA,Private,New Hanover,8,NA,sylvanlearning.com,2020,https://SYLVANLEARNING.COM,34.21096874,-77.89305487,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning-Cary-Mrrsvll,1040 Darrington Dr # 101,Cary,NC,27513,8135,David,Bagley,Director,"1040 Darrington Dr  Cary, NC 27513",(919) 238-6367,Tutoring,611691,611691,611710,611710,611710,Private,Wake,4,NA,sylvanlearning.com,2003,https://SYLVANLEARNING.COM,35.79963822,-78.81573469,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning-Charlotte,9111 Monroe Rd # 160,Charlotte,NC,28270,2462,NA,NA,NA,"9111 Monroe Rd  Charlotte, NC 28270",(704) 815-5822,Tutoring,611691,611691,611710,611710,611710,Private,Mecklenburg,20,NA,sylvanlearning.com,2006,https://SYLVANLEARNING.COM,35.1467666,-80.74426718,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning-Charlotte,11220 Elm Ln # 104,Charlotte,NC,28277,716,NA,NA,NA,"11220 Elm Ln  Charlotte, NC 28277",(704) 542-7600,Tutoring,611691,611691,611710,NA,NA,Private,Mecklenburg,6,NA,sylvanlearning.com,2023,https://SYLVANLEARNING.COM,35.05880703,-80.81732242,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning-Charlotte-Univ,8310 Medical Plaza Dr # F,Charlotte,NC,28262,6703,Jim,Kacidis,Owner,"8310 Medical Plaza Dr  Charlotte, NC 28262",(704) 837-4624,Tutoring,611691,611110,611691,611710,611710,Private,Mecklenburg,15,NA,sylvanlearning.com,1998,https://SYLVANLEARNING.COM,35.31786266,-80.77610015,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning-Durham-Chapel,5117 Highgate Dr # 100,Durham,NC,27713,7329,Michelle,Blackmon,Director,"5117 Highgate Dr Durham, NC 27713",(919) 439-0515,Tutoring,611691,611110,611691,611710,611710,Private,Durham,10,NA,sylvanlearning.com,1979,https://SYLVANLEARNING.COM,35.91155617,-78.94577483,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning-Elizabeth City,1775 Weeksville Rd # N,Elizabeth City,NC,27909,6771,Michelle,Tynch,Manager,"1775 Weeksville Rd Elizabeth City, NC 27909",(252) 562-9863,Tutoring,611691,611691,611710,611710,611710,Private,Pasquotank,15,NA,sylvanlearning.com,1979,https://SYLVANLEARNING.COM,36.27300903,-76.20955362,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning-Fayetteville,2915 Raeford Rd # 103,Fayetteville,NC,28303,5491,Deborah,Benicek,Administrator,"2915 Raeford Rd  Fayetteville, NC 28303",(910) 853-6701,Tutoring,611691,611691,611710,611710,611710,Private,Cumberland,5,NA,sylvanlearning.com,2011,https://SYLVANLEARNING.COM,35.0450292,-78.92828072,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning-Huntersville,15905 Brookway Dr # 4104,Huntersville,NC,28078,3240,NA,NA,NA,"15905 Brookway Dr Huntersville, NC 28078",(704) 765-9995,Tutoring,611691,611691,611710,611710,611710,Private,Mecklenburg,5,NA,sylvanlearning.com,2013,https://SYLVANLEARNING.COM,35.4326422,-80.87025238,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning-Jacksonville,3000 Henderson Dr,Jacksonville,NC,28546,5246,Mandi,Cochran,Director,"3000 Henderson Dr Jacksonville, NC 28546",(910) 915-8107,Tutoring,611691,611691,611710,611710,611710,Private,Onslow,15,NA,sylvanlearning.com,1992,https://SYLVANLEARNING.COM,34.79021594,-77.41987235,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning-Mooresville,491 Williamson Rd # 101,Mooresville,NC,28117,9255,NA,NA,NA,"491 Williamson Rd  Mooresville, NC 28117",(704) 230-4196,Tutoring,611691,611691,611710,611710,611710,Private,Iredell,5,NA,sylvanlearning.com,2012,https://SYLVANLEARNING.COM,35.57554258,-80.86979496,census,https://www.sylvanlearning.com,Accessible
Sylvan Learning-Winston-Salem,3360 Robinhood Rd,Winston Salem,NC,27106,5404,Amy,Tucker,Director,"3360 Robinhood Rd Winston Salem, NC 27106",(336) 776-0239,Tutoring,611691,611110,611691,611710,611710,Private,Forsyth,15,NA,sylvanlearning.com,1996,https://SYLVANLEARNING.COM,36.11595946,-80.31288237,census,https://www.sylvanlearning.com,Accessible
TR Music & Voice Lessons,202 Loft Ln,Raleigh,NC,27609,50,Taylor,Robinson,Owner,"202 Loft Ln Raleigh, NC 27609",(919) 521-4241,Tutoring,611691,611610,NA,NA,NA,Private,Wake,1,NA,taylorrobinsonmusic.com,2014,https://TAYLORROBINSONMUSIC.COM,35.85888153,-78.64156985,census,https://www.taylorrobinsonmusic.com,Accessible
Home School Room,110 N Statesville Rd # 1,Huntersville,NC,28078,6072,NA,NA,NA,"110 N Statesville Rd  Huntersville, NC 28078",(704) 875-6000,Tutoring,611691,NA,NA,NA,NA,Private,Mecklenburg,2,NA,thehomeschoolroom.net,2014,https://THEHOMESCHOOLROOM.NET,35.41133867,-80.84292375,census,https://www.thehomeschoolroom.net,Accessible
Wise Owl Tutoring Center,7404 Chapel Hill Rd # C,Raleigh,NC,27607,5043,Sarah,Blankenbeker,Other,"7404 Chapel Hill Rd  Raleigh, NC 27607",(919) 413-7407,Tutoring,611691,NA,NA,NA,NA,Private,Wake,5,NA,thewiseowltutoringcenter.com,2018,https://THEWISEOWLTUTORINGCENTER.COM,35.79380197,-78.74855276,census,https://www.thewiseowltutoringcenter.com,Accessible
Triad Math & Science Acad Co,104 Towerview Ct,Cary,NC,27513,3595,NA,NA,NA,"104 Towerview Ct Cary, NC 27513",(336) 000-1111,Tutoring,611691,999990,NA,NA,NA,Private,Wake,5,NA,tmsaapex.org,2019,https://TMSAAPEX.ORG,35.79909565,-78.81097307,census,https://www.tmsaapex.org,Accessible
Treasure Tutorial Svc,408 Arbor Greene Dr,Garner,NC,27529,9769,Gary W,Bussey,President,"408 Arbor Greene Dr Garner, NC 27529",(919) 661-1728,Tutoring,611691,NA,NA,NA,NA,Private,Wake,4,NA,treasuretutorialservices.com,2006,https://TREASURETUTORIALSERVICES.COM,35.65295569,-78.61924909,census,https://www.treasuretutorialservices.com,Accessible
Triad Math & Science,600 Industrial Ave,Greensboro,NC,27406,4604,NA,NA,NA,"600 Industrial Ave Greensboro, NC 27406",(336) 763-1807,Tutoring,611691,611699,NA,NA,NA,Private,Guilford,3,NA,triad-es.org,2014,https://TRIAD-ES.ORG,36.02619516,-79.77483136,census,https://www.triad-es.org,Accessible
Trilogy,3810 Merton Dr # E,Raleigh,NC,27609,6627,Judy,Williams,Owner,"3810 Merton Dr  Raleigh, NC 27609",(919) 781-7804,Tutoring,611691,611110,NA,NA,NA,Private,Wake,32,NA,trilogyschool.com,1999,https://TRILOGYSCHOOL.COM,35.82945697,-78.63352853,census,https://www.trilogyschool.com,Accessible
Tutor Doctor Cary,2025 Kirkhaven Rd,Morrisville,NC,27560,7121,NA,NA,NA,"2025 Kirkhaven Rd Morrisville, NC 27560",(919) 583-6205,Tutoring,611691,NA,NA,NA,NA,Private,Wake,4,NA,tutordoctor.com,1980,https://TUTORDOCTOR.COM,35.8535852,-78.85265539,census,https://www.tutordoctor.com,Accessible
Tutor Doctor Central-South,2180 Winthrop Chase Dr,Charlotte,NC,28212,8646,NA,NA,NA,"2180 Winthrop Chase Dr Charlotte, NC 28212",(704) 810-2376,Tutoring,611691,611710,NA,NA,NA,Private,Mecklenburg,3,NA,tutordoctor.com,2018,https://TUTORDOCTOR.COM,35.16298068,-80.74380815,census,https://www.tutordoctor.com,Accessible
Tutor Doctor Charlotte Bllntyn,321 S Polk St,Pineville,NC,28134,7448,Gary,Dean,Manager,"321 S Polk St Pineville, NC 28134",(704) 312-4407,Tutoring,611691,NA,NA,NA,NA,Private,Mecklenburg,3,NA,tutordoctor.com,2012,https://TUTORDOCTOR.COM,35.08187916,-80.88589002,census,https://www.tutordoctor.com,Accessible
Tutor Doctor Greater Raleigh,129 Presidents Dr,Durham,NC,27704,2171,NA,NA,NA,"129 Presidents Dr Durham, NC 27704",(919) 634-6175,Tutoring,611691,NA,NA,NA,NA,Private,Durham,2,NA,tutordoctor.com,2018,https://TUTORDOCTOR.COM,36.04733898,-78.89198748,census,https://www.tutordoctor.com,Accessible
Tutor Doctor Huntersville,367 Armour St,Davidson,NC,28036,6901,NA,NA,NA,"367 Armour St Davidson, NC 28036",(704) 312-7692,Tutoring,611691,NA,NA,NA,NA,Private,Mecklenburg,3,NA,tutordoctor.com,1980,https://TUTORDOCTOR.COM,35.50698231,-80.85068451,census,https://www.tutordoctor.com,Accessible
Tutor Doctor Northeast Chrltt,10685 Skipping Rock Ln NW,Concord,NC,28027,6691,NA,NA,NA,"10685 Skipping Rock Ln NW Concord, NC 28027",(704) 810-1473,Tutoring,611691,NA,NA,NA,NA,Private,Cabarrus,2,NA,tutordoctor.com,1980,https://TUTORDOCTOR.COM,35.42853343,-80.75552444,census,https://www.tutordoctor.com,Accessible
Tutor Doctor Shelby,118 Southern Pines Dr,Shelby,NC,28152,8166,NA,NA,NA,"118 Southern Pines Dr Shelby, NC 28152",(704) 810-1253,Tutoring,611691,NA,NA,NA,NA,Private,Cleveland,3,NA,tutordoctor.com,1980,https://TUTORDOCTOR.COM,35.23720844,-81.65087395,census,https://www.tutordoctor.com,Accessible
Tutoring House,1503 Palmer Dr,Fayetteville,NC,28303,3038,Shirley,Grissett,Manager,"1503 Palmer Dr Fayetteville, NC 28303",(910) 483-6263,Tutoring,611691,NA,NA,NA,NA,Private,Cumberland,4,NA,tutoring-house.com,2011,https://TUTORING-HOUSE.COM,35.09585803,-78.93066025,census,https://www.tutoring-house.com,Accessible
Tutoring Club,16131 Lancaster Hwy # 110,Charlotte,NC,28277,2973,Clayton,Prestridge,Director,"16131 Lancaster Hwy  Charlotte, NC 28277",(704) 542-2322,Tutoring,611691,NA,NA,NA,NA,Private,Mecklenburg,7,NA,tutoringclub.com,2008,https://TUTORINGCLUB.COM,35.03618993,-80.85742284,census,https://www.tutoringclub.com,Accessible
Tutoring Services,6203 Carmel Rd,Charlotte,NC,28226,8204,Rosanne,Manus,President,"6203 Carmel Rd Charlotte, NC 28226",(704) 759-3947,Tutoring,611691,NA,NA,NA,NA,Private,Mecklenburg,3,NA,tutoringservices.com,2005,https://TUTORINGSERVICES.COM,35.09325583,-80.84281364,census,https://www.tutoringservices.com,Accessible
Biltmore Tutoring,10 Crispin Ct # 201D,Asheville,NC,28803,8205,Stacey,Caskey,Director,"10 Crispin Ct  Asheville, NC 28803",(828) 505-2495,Tutoring,611691,NA,NA,NA,NA,Private,Buncombe,3,NA,biltmoretutoring.com,2010,https://BILTMORETUTORING.COM,35.502943,-82.522461,osm,https://www.biltmoretutoring.com,Accessible
Mathnasium,10120 Grn Level Ch Rd # 214,Cary,NC,27519,8142,Ann,Stengel,Owner,"10120 Green Level Ch Rd # 214 Cary, NC 27519",(919) 535-8892,Tutoring,611691,611710,624410,NA,NA,Private,Wake,4,NA,mathnasium.com,2010,https://MATHNASIUM.COM,35.820194,-78.900892,osm,https://www.mathnasium.com,Accessible
Mathnasium,7510 Pnvl Mthws Rd # 12A,Charlotte,NC,28226,4073,Monica,Forrestal,Owner,"7510 Pnvl Mthws Rd # 12A Charlotte, NC 28226",(980) 237-2152,Tutoring,611691,611710,624410,NA,NA,Private,Mecklenburg,10,NA,mathnasium.com,2015,https://MATHNASIUM.COM,35.08809,-80.84549,osm,https://www.mathnasium.com,Accessible
Eye Level Learning Center,102 Wxhw Prof Dr # F,Waxhaw,NC,28173,5025,NA,NA,NA,"102 Wxhw Prof Dr # F Waxhaw, NC 28173",(704) 449-8533,Tutoring,611691,611691,NA,NA,NA,Private,Union,4,NA,myeyelevel.com,2019,https://MYEYELEVEL.COM,34.937288,-80.749707,osm,https://www.myeyelevel.com,Accessible
Sylvan Learning of Clayton,11459 US 70 Business Hwy W,Clayton,NC,27520,2207,NA,NA,NA,"11459 US 70 Business Hwy W Clayton, NC 27520",(919) 585-4159,Tutoring,611691,484230,611691,611710,611710,Private,Johnston,18,NA,sylvanlearning.com,1997,https://SYLVANLEARNING.COM,35.651454,-78.47264,osm,https://www.sylvanlearning.com,Accessible
Sylvan Learning of Swansboro,830 Main Street Ext,Swansboro,NC,28584,9108,NA,NA,NA,"830 Main Street Ext Swansboro, NC 28584",(910) 915-8107,Tutoring,611691,611691,611710,611710,611710,Private,Onslow,8,NA,sylvanlearning.com,2014,https://SYLVANLEARNING.COM,34.695748,-77.130068,osm,https://www.sylvanlearning.com,Accessible
Tar Heel Human Svc,191 N Nc 41 Hwy,Beulaville,NC,28518,NA,Michael,Jones,Owner,"191 N Nc 41 Hwy Beulaville, NC 28518",(910) 298-6207,Tutoring,611691,621340,621399,621340,621340,Private,Duplin,12,NA,tarheelinc.com,2003,https://TARHEELINC.COM,34.92925,-77.768482,osm,https://www.tarheelinc.com,Accessible